anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,rol_familiar_registrado,tiene_alto_valor_adquisitivo,trabajo
14,Palermo,relacion_de_dependencia,33,5_anio,divorciado,0,mujer,40,otro,otro,0,reparador
19,Palermo,relacion_de_dependencia,28,universiada_5_anio,sin_matrimonio,0,hombre,55,cristianismo,sin_familia,1,profesional_especializado
13,Palermo,empleado_provincial,59,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
14,Palermo,empleado_provincial,40,5_anio,sin_matrimonio,0,mujer,38,cristianismo,sin_familia,0,entretenimiento
17,Nueva Pompeya,relacion_de_dependencia,41,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
18,Palermo,empleado_municipal,38,universidad_4_anio,matrimonio_civil,0,hombre,70,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,transporte
17,Palermo,relacion_de_dependencia,40,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
13,Palermo,monotibutista,41,4_anio,matrimonio_civil,0,mujer,20,cristianismo,casada,0,otros
16,Palermo,empleado_provincial,24,universidad_2_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,seguridad
14,Palermo,,20,5_anio,sin_matrimonio,0,hombre,20,cristianismo,con_hijos,0,
14,Palermo,relacion_de_dependencia,38,5_anio,divorciado,-1741,hombre,40,cristianismo,sin_familia,0,reparador
13,,relacion_de_dependencia,56,4_anio,matrimonio_civil,0,hombre,35,cristianismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,58,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,entretenimiento
13,Palermo,relacion_de_dependencia,32,4_anio,sin_matrimonio,0,mujer,34,cristianismo,sin_familia,0,otros
16,Palermo,relacion_de_dependencia,40,universidad_2_anio,matrimonio_civil,-1977,hombre,60,cristianismo,casado,1,soporte_tecnico
13,,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,entretenimiento
19,Palermo,relacion_de_dependencia,41,universiada_5_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,1,profesional_especializado
17,Palermo,relacion_de_dependencia,42,universidad_3_anio,matrimonio_civil,0,mujer,40,judaismo,casada,0,entretenimiento
10,Palermo,empleado_municipal,59,1_anio,viudo_a,0,mujer,30,judaismo,soltero_a,0,otros
14,Palermo,empleado_municipal,19,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,entretenimiento
14,Palermo,relacion_de_dependencia,58,5_anio,sin_matrimonio,0,hombre,20,cristianismo,sin_familia,0,transporte
13,Villa Devoto,monotibutista,42,4_anio,matrimonio_civil,0,hombre,40,budismo,casado,1,sector_primario
13,Palermo,relacion_de_dependencia,20,4_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,otros
13,Palermo,relacion_de_dependencia,32,4_anio,separado,0,mujer,30,cristianismo,sin_familia,0,otros
15,Palermo,relacion_de_dependencia,45,universidad_1_anio,viudo_a,0,mujer,45,cristianismo,sin_familia,0,directivo_gerente
8,Palermo,relacion_de_dependencia,50,7-8_grado,divorciado,0,hombre,40,cristianismo,sin_familia,0,reparador
17,Palermo,relacion_de_dependencia,36,universidad_3_anio,divorciado,0,mujer,40,cristianismo,con_hijos,0,profesional_especializado
13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,0,ventas
11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,hombre,12,cristianismo,con_hijos,0,otros
14,Palermo,relacion_de_dependencia,59,5_anio,matrimonio_civil,4064,hombre,40,cristianismo,casado,0,ventas
11,Palermo,relacion_de_dependencia,26,2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,San Telmo,responsable_inscripto,37,5_anio,matrimonio_civil,0,hombre,75,budismo,casado,1,directivo_gerente
14,Recoleta,,19,5_anio,sin_matrimonio,0,hombre,24,cristianismo,con_hijos,0,
13,Palermo,relacion_de_dependencia,64,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,mujer,45,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,1,reparador
13,Palermo,relacion_de_dependencia,61,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
9,Palermo,relacion_de_dependencia,17,9_grado,sin_matrimonio,1055,hombre,24,cristianismo,con_hijos,0,otros
18,Palermo,monotibutista,50,universidad_4_anio,matrimonio_civil,2407,hombre,98,cristianismo,casado,0,sector_primario
18,Palermo,empleado_municipal,27,universidad_4_anio,sin_matrimonio,0,hombre,35,cristianismo,con_hijos,0,profesional_especializado
13,Palermo,relacion_de_dependencia,30,4_anio,divorciado,0,mujer,40,cristianismo,con_hijos,0,profesional_especializado
13,Palermo,relacion_de_dependencia,43,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,limpiador
14,Palermo,relacion_de_dependencia,44,5_anio,matrimonio_civil,7298,hombre,40,cristianismo,casado,1,reparador
14,Palermo,relacion_de_dependencia,35,5_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
14,Palermo,relacion_de_dependencia,25,5_anio,sin_matrimonio,0,mujer,40,cristianismo,con_hijos,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,24,5_anio,matrimonio_civil,7298,mujer,48,cristianismo,casada,1,inspector
17,Villa Urquiza,relacion_de_dependencia,22,universidad_3_anio,sin_matrimonio,0,mujer,15,cristianismo,sin_familia,0,profesional_especializado
14,Palermo,empleado_municipal,42,5_anio,matrimonio_civil,5178,hombre,40,cristianismo,casado,1,reparador
16,Palermo,relacion_de_dependencia,34,universidad_2_anio,divorciado,0,mujer,45,judaismo,soltero_a,0,ventas
17,Palermo,relacion_de_dependencia,60,universidad_3_anio,divorciado,0,mujer,42,cristianismo,sin_familia,0,profesional_especializado
13,Palermo,relacion_de_dependencia,21,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
18,Palermo,empleadao_estatal,57,universidad_4_anio,matrimonio_civil,15024,hombre,40,cristianismo,casado,1,ventas
19,Palermo,relacion_de_dependencia,41,universiada_5_anio,matrimonio_civil,0,hombre,60,cristianismo,casado,1,profesional_especializado
14,Palermo,relacion_de_dependencia,50,5_anio,divorciado,0,hombre,45,cristianismo,sin_familia,0,otros
17,Palermo,relacion_de_dependencia,25,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
8,Parque Chas,relacion_de_dependencia,50,7-8_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
17,Palermo,relacion_de_dependencia,36,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,profesional_especializado
13,Palermo,relacion_de_dependencia,31,4_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,profesional_especializado
17,Palermo,empleado_municipal,29,universidad_3_anio,sin_matrimonio,0,hombre,56,cristianismo,sin_familia,0,seguridad
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,45,cristianismo,con_hijos,0,ventas
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,soltero_a,0,soporte_tecnico
13,Palermo,relacion_de_dependencia,65,4_anio,matrimonio_civil,0,hombre,16,cristianismo,casado,0,transporte
17,Palermo,responsable_inscripto,37,universidad_3_anio,divorciado,0,mujer,60,cristianismo,sin_familia,0,ventas
18,,,39,universidad_4_anio,matrimonio_civil,3464,mujer,40,budismo,casada,0,
13,Palermo,relacion_de_dependencia,24,4_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,reparador
13,Palermo,relacion_de_dependencia,38,4_anio,divorciado,0,hombre,80,cristianismo,sin_familia,0,ventas
17,Palermo,relacion_de_dependencia,48,universidad_3_anio,matrimonio_civil,7688,hombre,40,cristianismo,casado,1,entretenimiento
14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,mujer,25,budismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,1,transporte
13,Palermo,relacion_de_dependencia,55,4_anio,matrimonio_civil,4386,hombre,40,cristianismo,casado,1,ventas
14,Villa Real,relacion_de_dependencia,24,5_anio,matrimonio_civil,0,mujer,40,budismo,casada,0,entretenimiento
13,Palermo,relacion_de_dependencia,43,4_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,entretenimiento
16,Palermo,relacion_de_dependencia,26,universidad_2_anio,sin_matrimonio,0,hombre,45,cristianismo,sin_familia,0,soporte_tecnico
16,Palermo,relacion_de_dependencia,46,universidad_2_anio,sin_matrimonio,0,mujer,33,cristianismo,sin_familia,0,profesional_especializado
16,Palermo,relacion_de_dependencia,35,universidad_2_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,entretenimiento
14,Palermo,responsable_inscripto,41,5_anio,matrimonio_civil,0,hombre,54,cristianismo,casado,1,sector_primario
17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,ventas
18,Monte Castro,relacion_de_dependencia,34,universidad_4_anio,matrimonio_civil,7298,hombre,35,budismo,casado,1,directivo_gerente
14,Palermo,,19,5_anio,sin_matrimonio,0,mujer,25,judaismo,con_hijos,0,
17,Palermo,monotibutista,36,universidad_3_anio,divorciado,0,mujer,40,judaismo,sin_familia,1,profesional_especializado
14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,15,cristianismo,con_hijos,0,ventas
14,Palermo,relacion_de_dependencia,24,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,inspector
14,Palermo,monotibutista,77,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,ventas
6,Belgrano,relacion_de_dependencia,22,5-6_grado,matrimonio_civil,0,mujer,40,cristianismo,otro,0,inspector
14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,soporte_tecnico
13,Palermo,relacion_de_dependencia,62,4_anio,viudo_a,0,mujer,24,cristianismo,sin_familia,0,otros
13,Palermo,monotibutista,39,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,directivo_gerente
14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,-1485,hombre,50,cristianismo,casado,0,reparador
13,Palermo,relacion_de_dependencia,35,4_anio,divorciado,0,hombre,45,cristianismo,sin_familia,0,transporte
11,Palermo,relacion_de_dependencia,29,2_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,directivo_gerente
18,Palermo,monotibutista,76,universidad_4_anio,matrimonio_civil,0,hombre,10,cristianismo,casado,0,reparador
13,Palermo,monotibutista,63,4_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,sector_primario
15,Palermo,,23,universidad_1_anio,sin_matrimonio,0,mujer,15,judaismo,con_hijos,0,
14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,-1887,mujer,50,cristianismo,casada,1,profesional_especializado
13,Palermo,monotibutista,58,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,limpiador
13,Palermo,relacion_de_dependencia,66,4_anio,sin_matrimonio,2050,hombre,55,cristianismo,sin_familia,0,transporte
14,Palermo,relacion_de_dependencia,41,5_anio,sin_matrimonio,0,hombre,45,judaismo,sin_familia,0,reparador
17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,entretenimiento
15,Palermo,relacion_de_dependencia,47,universidad_1_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,otros
10,Palermo,empleado_municipal,55,1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,entretenimiento
13,Palermo,relacion_de_dependencia,53,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,transporte
6,Belgrano,relacion_de_dependencia,17,5-6_grado,sin_matrimonio,0,hombre,48,cristianismo,otro,0,otros
13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,40,cristianismo,otro,0,reparador
18,Palermo,relacion_de_dependencia,49,universidad_4_anio,sin_matrimonio,0,hombre,60,cristianismo,sin_familia,0,profesional_especializado
13,Mataderos,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,hombre,30,judaismo,soltero_a,0,ventas
13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,otros
16,Palermo,relacion_de_dependencia,26,universidad_2_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,ventas
15,Palermo,relacion_de_dependencia,38,universidad_1_anio,matrimonio_civil,7298,hombre,40,cristianismo,casado,1,reparador
13,Palermo,empleado_provincial,36,4_anio,matrimonio_civil,7298,hombre,40,cristianismo,casado,1,seguridad
13,Palermo,relacion_de_dependencia,33,4_anio,sin_matrimonio,0,hombre,20,cristianismo,sin_familia,0,sector_primario
14,Palermo,empleado_provincial,22,5_anio,sin_matrimonio,0,mujer,40,judaismo,con_hijos,0,seguridad
17,Palermo,monotibutista,43,universidad_3_anio,sin_matrimonio,0,hombre,42,cristianismo,sin_familia,0,ventas
11,Palermo,,67,2_anio,matrimonio_civil,0,hombre,8,cristianismo,casado,0,
15,Palermo,,30,universidad_1_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,
16,Nueva Pompeya,relacion_de_dependencia,56,universidad_2_anio,pareja_no_presente,0,hombre,25,cristianismo,sin_familia,0,otros
17,Palermo,relacion_de_dependencia,31,universidad_3_anio,sin_matrimonio,0,hombre,25,cristianismo,con_hijos,0,profesional_especializado
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,26,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,otros
17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,directivo_gerente
11,Palermo,empleado_municipal,46,2_anio,matrimonio_civil,0,hombre,30,cristianismo,casado,0,transporte
17,Palermo,,59,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,
13,Palermo,empleadao_estatal,38,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,entretenimiento
11,Palermo,relacion_de_dependencia,65,2_anio,viudo_a,0,hombre,40,otro,soltero_a,0,otros
15,Palermo,relacion_de_dependencia,40,universidad_1_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,soporte_tecnico
13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,mujer,35,cristianismo,casada,0,entretenimiento
9,Monserrat,monotibutista,26,9_grado,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
10,Palermo,relacion_de_dependencia,36,1_anio,matrimonio_civil,0,mujer,24,cristianismo,casada,0,otros
18,Palermo,relacion_de_dependencia,62,universidad_4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,profesional_especializado
17,Palermo,relacion_de_dependencia,43,universidad_3_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,transporte
17,Palermo,relacion_de_dependencia,43,universidad_3_anio,divorciado,-1564,hombre,45,cristianismo,sin_familia,1,directivo_gerente
13,Palermo,relacion_de_dependencia,22,4_anio,pareja_no_presente,0,hombre,55,cristianismo,sin_familia,0,ventas
13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,monotibutista,56,5_anio,matrimonio_civil,0,hombre,45,cristianismo,casado,0,ventas
16,Palermo,relacion_de_dependencia,22,universidad_2_anio,sin_matrimonio,0,mujer,15,cristianismo,sin_familia,0,ventas
17,Palermo,relacion_de_dependencia,57,universidad_3_anio,divorciado,0,mujer,45,cristianismo,sin_familia,1,directivo_gerente
13,Palermo,relacion_de_dependencia,39,4_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,ventas
14,Palermo,empleadao_estatal,26,5_anio,sin_matrimonio,0,mujer,15,cristianismo,soltero_a,0,entretenimiento
11,Palermo,relacion_de_dependencia,17,2_anio,sin_matrimonio,0,hombre,10,cristianismo,con_hijos,0,otros
15,Palermo,empleado_provincial,40,universidad_1_anio,matrimonio_civil,0,hombre,38,cristianismo,casado,1,inspector
13,Palermo,relacion_de_dependencia,45,4_anio,matrimonio_civil,0,hombre,40,judaismo,casado,0,inspector
13,Palermo,relacion_de_dependencia,44,4_anio,sin_matrimonio,0,hombre,40,judaismo,sin_familia,0,reparador
14,Palermo,empleado_municipal,20,5_anio,sin_matrimonio,0,mujer,10,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,0,reparador
14,Palermo,relacion_de_dependencia,23,5_anio,sin_matrimonio,0,hombre,40,cristianismo,sin_familia,0,ventas
18,Palermo,monotibutista,46,universidad_4_anio,divorciado,0,hombre,30,cristianismo,sin_familia,0,directivo_gerente
13,Palermo,relacion_de_dependencia,38,4_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,0,ventas
13,Palermo,relacion_de_dependencia,54,4_anio,divorciado,0,hombre,40,cristianismo,sin_familia,0,transporte
6,Palermo,relacion_de_dependencia,46,5-6_grado,divorciado,-2339,mujer,45,cristianismo,sin_familia,0,reparador
14,Palermo,relacion_de_dependencia,25,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,reparador
14,Palermo,relacion_de_dependencia,46,5_anio,divorciado,0,mujer,40,cristianismo,sin_familia,0,ventas
14,Palermo,empleado_municipal,36,5_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,0,transporte
13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,25,cristianismo,sin_familia,0,otros
13,Palermo,relacion_de_dependencia,29,4_anio,separado,0,hombre,40,cristianismo,sin_familia,0,inspector
14,Palermo,relacion_de_dependencia,44,5_anio,matrimonio_civil,-2415,mujer,6,cristianismo,casada,1,entretenimiento
14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,16,cristianismo,con_hijos,0,entretenimiento
13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,40,cristianismo,otro,0,otros
13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,mujer,40,cristianismo,casada,1,otros
17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,sin_familia,0,reparador
16,Palermo,monotibutista,46,universidad_2_anio,separado,0,hombre,40,cristianismo,sin_familia,0,reparador
17,,empleado_provincial,34,universidad_3_anio,matrimonio_civil,7688,hombre,45,cristianismo,casado,1,directivo_gerente
13,Palermo,relacion_de_dependencia,34,4_anio,sin_matrimonio,0,mujer,35,cristianismo,sin_familia,0,otros
14,Palermo,relacion_de_dependencia,44,5_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,0,soporte_tecnico
14,Palermo,relacion_de_dependencia,45,5_anio,divorciado,0,mujer,40,cristianismo,soltero_a,0,limpiador
13,Palermo,,20,4_anio,sin_matrimonio,0,mujer,35,cristianismo,otro,0,
17,Palermo,relacion_de_dependencia,25,universidad_3_anio,matrimonio_civil,0,hombre,55,cristianismo,casado,1,directivo_gerente
17,Palermo,responsable_inscripto,52,universidad_3_anio,matrimonio_civil,0,hombre,50,cristianismo,casado,1,directivo_gerente
14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,con_hijos,0,limpiador
14,Palermo,relacion_de_dependencia,28,5_anio,sin_matrimonio,0,mujer,40,cristianismo,sin_familia,0,otros
17,Palermo,empleado_provincial,50,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,casado,1,seguridad
15,Palermo,relacion_de_dependencia,34,universidad_1_anio,divorciado,0,mujer,64,cristianismo,sin_familia,0,soporte_tecnico
8,La Boca,relacion_de_dependencia,28,7-8_grado,matrimonio_civil,-2179,hombre,40,otro,casado,0,limpiador
