id,anios_estudiados,barrio,categoria_de_trabajo,edad,educacion_alcanzada,estado_marital,ganancia_perdida_declarada_bolsa_argentina,genero,horas_trabajo_registradas,religion,representatividad_poblacional,rol_familiar_registrado,trabajo
222,13,San Isidro,relacion_de_dependencia,25,4_anio,sin_matrimonio,0,mujer,40,budismo,77698,sin_familia,inspector
223,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,hombre,40,cristianismo,282951,soltero_a,reparador
224,13,Palermo,responsable_inscripto,52,4_anio,matrimonio_civil,0,hombre,40,cristianismo,311259,casado,ventas
225,9,Palermo,empleado_municipal,63,9_grado,matrimonio_civil,7688,hombre,40,cristianismo,65479,casado,transporte
226,14,Palermo,relacion_de_dependencia,41,5_anio,matrimonio_civil,0,hombre,40,cristianismo,277256,casado,reparador
227,17,Palermo,relacion_de_dependencia,46,universidad_3_anio,matrimonio_civil,15024,hombre,38,cristianismo,312088,casado,profesional_especializado
228,13,Palermo,empleado_municipal,53,4_anio,matrimonio_civil,0,hombre,40,cristianismo,169719,casado,directivo_gerente
229,9,Palermo,,25,9_grado,separado,1055,mujer,40,cristianismo,270276,sin_familia,
230,14,Palermo,,77,5_anio,matrimonio_civil,0,hombre,35,cristianismo,172744,casado,
231,12,Palermo,relacion_de_dependencia,18,3_anio,sin_matrimonio,0,hombre,40,cristianismo,96869,con_hijos,servicio_domestico
232,19,Palermo,relacion_de_dependencia,38,universiada_5_anio,matrimonio_civil,0,hombre,50,cristianismo,237943,casado,profesional_especializado
233,18,San Telmo,relacion_de_dependencia,55,universidad_4_anio,sin_matrimonio,0,mujer,50,budismo,119751,soltero_a,directivo_gerente
234,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,0,hombre,40,cristianismo,236861,casado,soporte_tecnico
235,13,Palermo,monotibutista,80,4_anio,matrimonio_civil,0,hombre,30,cristianismo,201092,casado,otros
236,15,Palermo,relacion_de_dependencia,34,universidad_1_anio,divorciado,0,mujer,60,cristianismo,147215,soltero_a,soporte_tecnico
237,14,Palermo,relacion_de_dependencia,52,5_anio,matrimonio_civil,5013,hombre,40,cristianismo,152373,casado,soporte_tecnico
238,13,Mataderos,relacion_de_dependencia,42,4_anio,sin_matrimonio,0,mujer,28,judaismo,227968,soltero_a,otros
239,14,Palermo,relacion_de_dependencia,26,5_anio,sin_matrimonio,0,mujer,40,cristianismo,362617,sin_familia,ventas
240,13,Palermo,relacion_de_dependencia,31,4_anio,matrimonio_civil,0,hombre,40,cristianismo,103435,casado,transporte
241,13,Palermo,empleado_municipal,25,4_anio,sin_matrimonio,0,mujer,35,cristianismo,281412,con_hijos,otros
242,13,Palermo,monotibutista,55,4_anio,matrimonio_civil,-2057,hombre,60,cristianismo,105239,casado,reparador
243,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,12,cristianismo,230165,con_hijos,otros
244,14,Palermo,monotibutista,62,5_anio,matrimonio_civil,0,hombre,32,cristianismo,177493,casado,transporte
245,14,Palermo,empleadao_estatal,22,5_anio,sin_matrimonio,0,mujer,20,cristianismo,104443,con_hijos,entretenimiento
246,13,Palermo,,39,4_anio,matrimonio_civil,0,mujer,50,cristianismo,110342,casada,
247,13,Palermo,relacion_de_dependencia,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,143385,casado,limpiador
248,13,Palermo,relacion_de_dependencia,28,4_anio,matrimonio_civil,0,mujer,40,cristianismo,107189,con_hijos,ventas
249,13,Palermo,relacion_de_dependencia,47,4_anio,matrimonio_civil,0,hombre,70,cristianismo,212944,casado,transporte
250,13,Palermo,empleado_provincial,44,4_anio,matrimonio_civil,0,hombre,40,cristianismo,138634,casado,inspector
251,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,15,cristianismo,99970,con_hijos,ventas
252,15,Palermo,relacion_de_dependencia,35,universidad_1_anio,sin_matrimonio,0,hombre,50,cristianismo,203717,sin_familia,reparador
253,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,313956,casado,profesional_especializado
254,17,,empleadao_estatal,42,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,177937,sin_familia,profesional_especializado
255,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,sin_matrimonio,0,hombre,50,cristianismo,193868,con_hijos,soporte_tecnico
256,14,Palermo,relacion_de_dependencia,21,5_anio,sin_matrimonio,0,hombre,35,cristianismo,250939,otro,inspector
257,14,Palermo,empleadao_estatal,62,5_anio,divorciado,4650,hombre,40,judaismo,57629,sin_familia,soporte_tecnico
258,13,Palermo,relacion_de_dependencia,39,4_anio,sin_matrimonio,0,mujer,40,judaismo,281768,sin_familia,otros
259,13,Palermo,empleado_provincial,30,4_anio,sin_matrimonio,0,hombre,40,cristianismo,260782,sin_familia,otros
260,19,Palermo,monotibutista,72,universiada_5_anio,sin_matrimonio,-1429,hombre,20,cristianismo,243769,sin_familia,profesional_especializado
261,14,Palermo,relacion_de_dependencia,50,5_anio,matrimonio_civil,0,mujer,50,cristianismo,109937,casada,directivo_gerente
262,18,Palermo,empleado_municipal,28,universidad_4_anio,sin_matrimonio,0,hombre,40,cristianismo,134890,sin_familia,profesional_especializado
263,14,Palermo,relacion_de_dependencia,29,5_anio,sin_matrimonio,0,mujer,40,cristianismo,100293,sin_familia,profesional_especializado
264,17,Palermo,relacion_de_dependencia,26,universidad_3_anio,sin_matrimonio,0,mujer,40,cristianismo,132179,con_hijos,entretenimiento
265,18,Palermo,relacion_de_dependencia,27,universidad_4_anio,sin_matrimonio,0,mujer,40,cristianismo,116372,sin_familia,directivo_gerente
266,14,Palermo,relacion_de_dependencia,29,5_anio,matrimonio_civil,3103,hombre,40,cristianismo,255412,casado,limpiador
267,13,Palermo,,61,4_anio,matrimonio_civil,0,hombre,40,cristianismo,195789,casado,
268,10,Palermo,relacion_de_dependencia,29,1_anio,matrimonio_civil,0,hombre,25,cristianismo,342400,casado,reparador
269,14,Palermo,,21,5_anio,sin_matrimonio,0,mujer,30,cristianismo,65481,con_hijos,
270,11,Palermo,relacion_de_dependencia,31,2_anio,matrimonio_civil,0,mujer,20,cristianismo,169085,casada,ventas
271,13,Palermo,relacion_de_dependencia,25,4_anio,matrimonio_civil,0,hombre,75,cristianismo,177221,casado,directivo_gerente
272,10,Palermo,relacion_de_dependencia,58,1_anio,matrimonio_civil,0,hombre,40,cristianismo,65325,casado,transporte
273,14,Palermo,relacion_de_dependencia,64,5_anio,matrimonio_civil,0,mujer,40,cristianismo,118944,casada,directivo_gerente
274,18,Palermo,empleado_provincial,46,universidad_4_anio,sin_matrimonio,0,hombre,38,cristianismo,149337,sin_familia,directivo_gerente
275,13,Palermo,,53,4_anio,matrimonio_civil,0,hombre,35,cristianismo,237868,casado,
276,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,35,ateismo,106183,con_hijos,otros
277,13,Palermo,relacion_de_dependencia,42,4_anio,divorciado,0,hombre,52,judaismo,226388,sin_familia,otros
278,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,24,cristianismo,220754,con_hijos,limpiador
279,17,Palermo,responsable_inscripto,58,universidad_3_anio,matrimonio_civil,15024,hombre,50,cristianismo,204021,casado,reparador
280,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,60,judaismo,347391,sin_familia,seguridad
281,13,Palermo,empleadao_estatal,35,4_anio,matrimonio_civil,0,hombre,40,cristianismo,413930,casado,reparador
282,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,38,cristianismo,174201,casado,limpiador
283,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,mujer,25,cristianismo,145917,sin_familia,limpiador
284,14,Palermo,relacion_de_dependencia,31,5_anio,divorciado,0,mujer,40,cristianismo,241797,soltero_a,soporte_tecnico
285,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,matrimonio_civil,0,hombre,55,judaismo,265168,casado,ventas
286,14,Palermo,relacion_de_dependencia,41,5_anio,sin_matrimonio,0,mujer,48,cristianismo,171234,sin_familia,inspector
287,13,Palermo,relacion_de_dependencia,22,4_anio,sin_matrimonio,0,hombre,40,judaismo,178452,con_hijos,inspector
288,14,Palermo,relacion_de_dependencia,46,5_anio,matrimonio_civil,0,hombre,40,cristianismo,157857,casado,seguridad
289,14,Palermo,empleadao_estatal,61,5_anio,matrimonio_civil,0,hombre,40,judaismo,512864,casado,transporte
290,13,Palermo,relacion_de_dependencia,30,4_anio,sin_matrimonio,0,hombre,40,judaismo,296462,sin_familia,directivo_gerente
291,13,Palermo,relacion_de_dependencia,42,4_anio,matrimonio_civil,0,hombre,55,cristianismo,171615,casado,directivo_gerente
292,10,Palermo,relacion_de_dependencia,63,1_anio,matrimonio_civil,0,hombre,40,cristianismo,214071,casado,limpiador
293,14,Palermo,relacion_de_dependencia,26,5_anio,matrimonio_civil,0,hombre,40,cristianismo,172421,casado,ventas
294,10,Palermo,relacion_de_dependencia,42,1_anio,divorciado,0,mujer,40,cristianismo,195488,soltero_a,entretenimiento
295,14,Palermo,relacion_de_dependencia,23,5_anio,matrimonio_civil,0,hombre,40,cristianismo,316841,casado,otros
296,13,Palermo,relacion_de_dependencia,25,4_anio,sin_matrimonio,-1590,hombre,40,cristianismo,236267,soltero_a,inspector
297,9,Agronomia,relacion_de_dependencia,30,9_grado,matrimonio_civil,0,hombre,32,cristianismo,236543,casado,otros
298,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,40,cristianismo,318483,con_hijos,ventas
299,15,Palermo,monotibutista,34,universidad_1_anio,sin_matrimonio,27828,hombre,60,cristianismo,163756,sin_familia,sector_primario
300,13,Palermo,relacion_de_dependencia,30,4_anio,matrimonio_civil,-2057,hombre,48,cristianismo,238186,otro,inspector
301,14,Palermo,relacion_de_dependencia,39,5_anio,matrimonio_civil,0,hombre,40,cristianismo,329980,casado,reparador
302,11,La Boca,relacion_de_dependencia,30,2_anio,sin_matrimonio,-1721,hombre,38,cristianismo,169269,otro,limpiador
303,14,Palermo,empleado_municipal,38,5_anio,divorciado,0,mujer,38,cristianismo,34744,soltero_a,entretenimiento
304,13,Palermo,relacion_de_dependencia,26,4_anio,divorciado,0,mujer,40,cristianismo,98114,con_hijos,directivo_gerente
305,14,Palermo,relacion_de_dependencia,20,5_anio,sin_matrimonio,0,hombre,16,cristianismo,109667,con_hijos,limpiador
306,17,,empleado_municipal,37,universidad_3_anio,sin_matrimonio,0,hombre,40,judaismo,263690,soltero_a,profesional_especializado
307,13,Palermo,relacion_de_dependencia,33,4_anio,matrimonio_civil,0,mujer,40,cristianismo,147430,con_hijos,entretenimiento
308,17,Palermo,relacion_de_dependencia,24,universidad_3_anio,sin_matrimonio,0,hombre,40,cristianismo,224238,con_hijos,entretenimiento
309,17,Palermo,responsable_inscripto,42,universidad_3_anio,matrimonio_civil,0,hombre,60,cristianismo,212894,casado,directivo_gerente
310,13,Floresta,monotibutista,51,4_anio,matrimonio_civil,3103,hombre,84,budismo,136708,casado,ventas
311,16,Palermo,empleado_municipal,56,universidad_2_anio,matrimonio_civil,0,hombre,45,cristianismo,38573,casado,soporte_tecnico
312,14,Palermo,relacion_de_dependencia,22,5_anio,sin_matrimonio,0,hombre,40,cristianismo,197200,con_hijos,limpiador
313,14,Palermo,monotibutista,52,5_anio,matrimonio_civil,0,hombre,60,cristianismo,182796,casado,sector_primario
314,17,Palermo,relacion_de_dependencia,44,universidad_3_anio,divorciado,4934,mujer,45,cristianismo,184527,soltero_a,directivo_gerente
315,13,Palermo,relacion_de_dependencia,34,4_anio,matrimonio_civil,4064,mujer,35,cristianismo,145231,casada,entretenimiento
316,14,Palermo,relacion_de_dependencia,51,5_anio,divorciado,0,hombre,42,cristianismo,43354,sin_familia,reparador
317,14,Palermo,,20,5_anio,sin_matrimonio,0,hombre,40,cristianismo,318865,sin_familia,
318,14,Palermo,relacion_de_dependencia,19,5_anio,sin_matrimonio,0,mujer,25,cristianismo,355712,sin_familia,ventas
319,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,98776,casado,directivo_gerente
320,13,Palermo,relacion_de_dependencia,68,4_anio,matrimonio_civil,0,hombre,40,judaismo,257557,casado,inspector
321,14,Palermo,relacion_de_dependencia,22,5_anio,divorciado,0,hombre,40,cristianismo,102258,sin_familia,seguridad
322,17,Palermo,responsable_inscripto,56,universidad_3_anio,matrimonio_civil,0,hombre,40,cristianismo,170287,casado,directivo_gerente
323,13,Palermo,relacion_de_dependencia,37,4_anio,matrimonio_civil,0,hombre,40,cristianismo,243409,casado,reparador
324,4,Belgrano,relacion_de_dependencia,52,1-4_grado,matrimonio_civil,0,hombre,40,cristianismo,55608,casado,inspector
325,13,La Boca,relacion_de_dependencia,26,4_anio,separado,0,hombre,40,cristianismo,248057,con_hijos,limpiador
326,18,Palermo,relacion_de_dependencia,33,universidad_4_anio,matrimonio_civil,0,hombre,50,cristianismo,95530,casado,profesional_especializado
327,18,Palermo,empleado_municipal,45,universidad_4_anio,divorciado,0,mujer,42,cristianismo,54038,soltero_a,profesional_especializado
328,11,Palermo,relacion_de_dependencia,18,2_anio,sin_matrimonio,0,hombre,15,cristianismo,161245,con_hijos,otros
329,14,Palermo,monotibutista,43,5_anio,matrimonio_civil,0,hombre,60,cristianismo,388725,casado,sector_primario
330,20,,monotibutista,64,universiada_6_anio,matrimonio_civil,15024,hombre,50,cristianismo,71807,casado,profesional_especializado
331,13,Palermo,relacion_de_dependencia,18,4_anio,sin_matrimonio,0,hombre,20,cristianismo,228216,con_hijos,limpiador
332,14,Palermo,,20,5_anio,sin_matrimonio,0,hombre,45,cristianismo,303121,con_hijos,
333,13,Palermo,relacion_de_dependencia,57,4_anio,matrimonio_civil,0,hombre,40,cristianismo,78020,casado,reparador
334,13,Palermo,relacion_de_dependencia,41,4_anio,divorciado,3674,mujer,42,cristianismo,249254,soltero_a,entretenimiento
335,18,Palermo,relacion_de_dependencia,34,universidad_4_anio,matrimonio_civil,-1887,hombre,50,cristianismo,87218,casado,directivo_gerente
336,13,Palermo,relacion_de_dependencia,19,4_anio,sin_matrimonio,0,mujer,40,cristianismo,304299,soltero_a,ventas
337,9,Coghland,relacion_de_dependencia,44,9_grado,divorciado,0,mujer,55,cristianismo,196234,soltero_a,otros
338,10,Palermo,relacion_de_dependencia,56,1_anio,viudo_a,0,mujer,40,cristianismo,197875,soltero_a,otros
339,13,Palermo,responsable_inscripto,36,4_anio,matrimonio_civil,0,hombre,80,cristianismo,48063,casado,sector_primario
340,17,Palermo,relacion_de_dependencia,48,universidad_3_anio,divorciado,0,mujer,48,cristianismo,253596,soltero_a,directivo_gerente
341,13,Palermo,relacion_de_dependencia,29,4_anio,matrimonio_civil,0,hombre,40,cristianismo,39257,casado,transporte
342,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,2174,hombre,40,cristianismo,56150,sin_familia,reparador
343,6,Belgrano,relacion_de_dependencia,31,5-6_grado,matrimonio_civil,0,hombre,40,cristianismo,179415,casado,otros
344,18,Palermo,relacion_de_dependencia,39,universidad_4_anio,matrimonio_civil,0,hombre,45,cristianismo,252445,casado,profesional_especializado
345,13,Palermo,relacion_de_dependencia,66,4_anio,matrimonio_civil,10605,hombre,40,cristianismo,275918,casado,directivo_gerente
346,17,Palermo,relacion_de_dependencia,27,universidad_3_anio,sin_matrimonio,0,mujer,50,cristianismo,106562,sin_familia,profesional_especializado
347,13,Palermo,relacion_de_dependencia,39,4_anio,divorciado,99999,mujer,40,judaismo,198654,soltero_a,directivo_gerente
348,8,Palermo,relacion_de_dependencia,59,7-8_grado,matrimonio_civil,5178,hombre,50,cristianismo,107318,casado,reparador
349,13,Palermo,relacion_de_dependencia,26,4_anio,sin_matrimonio,0,mujer,40,cristianismo,181896,con_hijos,otros
350,15,Palermo,relacion_de_dependencia,31,universidad_1_anio,divorciado,0,hombre,40,cristianismo,106014,soltero_a,reparador
351,13,Belgrano,,45,4_anio,viudo_a,0,mujer,40,cristianismo,319993,soltero_a,
352,13,Palermo,relacion_de_dependencia,23,4_anio,sin_matrimonio,0,hombre,30,cristianismo,197997,con_hijos,limpiador
353,13,Palermo,empleado_municipal,36,4_anio,divorciado,0,mujer,40,cristianismo,173542,soltero_a,entretenimiento
354,14,Palermo,relacion_de_dependencia,34,5_anio,matrimonio_civil,0,mujer,12,cristianismo,207564,casada,otros
355,13,Palermo,relacion_de_dependencia,32,4_anio,matrimonio_civil,0,hombre,84,cristianismo,224462,casado,transporte
356,17,Palermo,relacion_de_dependencia,37,universidad_3_anio,matrimonio_civil,0,hombre,50,judaismo,123361,casado,profesional_especializado
357,17,Palermo,relacion_de_dependencia,33,universidad_3_anio,sin_matrimonio,0,hombre,45,cristianismo,90409,sin_familia,ventas
358,19,Palermo,monotibutista,50,universiada_5_anio,matrimonio_civil,99999,hombre,80,cristianismo,165001,casado,profesional_especializado
359,16,Palermo,empleadao_estatal,32,universidad_2_anio,sin_matrimonio,0,hombre,40,judaismo,149573,sin_familia,seguridad
360,17,Palermo,relacion_de_dependencia,35,universidad_3_anio,sin_matrimonio,0,mujer,40,judaismo,249456,con_hijos,entretenimiento
361,11,Palermo,relacion_de_dependencia,37,2_anio,matrimonio_civil,0,hombre,40,cristianismo,149898,casado,reparador
362,14,Palermo,relacion_de_dependencia,44,5_anio,divorciado,0,hombre,60,cristianismo,292985,sin_familia,reparador
363,14,Palermo,relacion_de_dependencia,57,5_anio,divorciado,0,hombre,25,cristianismo,50223,otro,limpiador
364,14,Palermo,empleado_municipal,29,5_anio,matrimonio_civil,0,mujer,40,cristianismo,400074,con_hijos,directivo_gerente
365,13,Palermo,relacion_de_dependencia,55,4_anio,matrimonio_civil,0,hombre,50,cristianismo,197399,casado,reparador
366,19,Palermo,responsable_inscripto,43,universiada_5_anio,matrimonio_civil,0,hombre,25,cristianismo,209547,casado,profesional_especializado
367,14,Palermo,relacion_de_dependencia,43,5_anio,matrimonio_civil,0,hombre,70,cristianismo,52433,casado,ventas
368,14,Palermo,monotibutista,45,5_anio,matrimonio_civil,0,hombre,60,cristianismo,355978,casado,ventas
369,18,Palermo,monotibutista,33,universidad_4_anio,matrimonio_civil,0,mujer,8,cristianismo,48214,casada,profesional_especializado
370,10,Villa Urquiza,relacion_de_dependencia,26,1_anio,divorciado,0,mujer,40,cristianismo,190873,soltero_a,otros
371,14,Palermo,relacion_de_dependencia,23,5_anio,matrimonio_civil,0,hombre,68,cristianismo,278390,casado,ventas
372,8,Belgrano,relacion_de_dependencia,41,7-8_grado,separado,0,hombre,40,cristianismo,203217,sin_familia,reparador
373,13,Palermo,relacion_de_dependencia,24,4_anio,matrimonio_civil,0,hombre,40,cristianismo,279175,casado,reparador
374,17,Palermo,monotibutista,47,universidad_3_anio,matrimonio_civil,0,hombre,44,cristianismo,194590,casado,ventas
375,13,Palermo,monotibutista,34,4_anio,sin_matrimonio,0,hombre,45,cristianismo,198813,con_hijos,reparador
376,13,Palermo,relacion_de_dependencia,40,4_anio,matrimonio_civil,0,hombre,40,cristianismo,187294,casado,directivo_gerente
377,17,Palermo,relacion_de_dependencia,28,universidad_3_anio,matrimonio_civil,-1485,mujer,40,budismo,302903,casada,profesional_especializado
